claim_id,kind,description,source,n,insufficient_n,point_estimate,point_estimate_kind,ci_lower,ci_upper,ci_method,paired_ttest_pvalue,wilcoxon_pvalue,cohens_d,rank_biserial_r
ana_weight_sweep_runtime_speedup__balanced_mix,paired_ratio,"ANA weight config 'balanced_mix' vs baseline_giles: runtime speedup (ratio=baseline_runtime/config_runtime, seed-paired, n=3)",results/ana_weight_sweep/weight_sweep.csv,3,True,1.678168139342022,ratio_of_means,0.6036387222160513,3.881963158633338,BCa (paired ratio-of-means),0.5081576448982532,0.75,0.46123217704944375,
ana_weight_sweep_runtime_speedup__centrality_only,paired_ratio,"ANA weight config 'centrality_only' vs baseline_giles: runtime speedup (ratio=baseline_runtime/config_runtime, seed-paired, n=3)",results/ana_weight_sweep/weight_sweep.csv,3,True,1.504966794493206,ratio_of_means,1.1073722936225074,1.8529265404379573,BCa (paired ratio-of-means),0.32966341431895996,0.25,0.7375813391306955,
ana_weight_sweep_runtime_speedup__default_mix,paired_ratio,"ANA weight config 'default_mix' vs baseline_giles: runtime speedup (ratio=baseline_runtime/config_runtime, seed-paired, n=3)",results/ana_weight_sweep/weight_sweep.csv,3,True,1.8194712483942868,ratio_of_means,0.9021120135792535,3.7762045258792636,BCa (paired ratio-of-means),0.43580865572883565,0.75,0.5579405477878022,
ana_weight_sweep_runtime_speedup__sla_only,paired_ratio,"ANA weight config 'sla_only' vs baseline_giles: runtime speedup (ratio=baseline_runtime/config_runtime, seed-paired, n=3)",results/ana_weight_sweep/weight_sweep.csv,3,True,1.7364423424397593,ratio_of_means,0.7206023590157876,3.294963846585039,BCa (paired ratio-of-means),0.44243862202798523,0.75,0.5484006398800061,
ana_weight_sweep_runtime_speedup__variance_only,paired_ratio,"ANA weight config 'variance_only' vs baseline_giles: runtime speedup (ratio=baseline_runtime/config_runtime, seed-paired, n=3)",results/ana_weight_sweep/weight_sweep.csv,3,True,1.7417573483665845,ratio_of_means,0.658965752613016,3.757135121879216,BCa (paired ratio-of-means),0.4714157667690425,0.75,0.5084190742509207,
halo_sweep_elapsed__K1,aggregate_only,"Multi-GPU halo-exchange wall-clock, K=1 (halo depth), world_size=4, eps=0.05 (as reported by source; not recomputed)",results/halo_sweep/halo_k_sweep.json,5,True,0.09483751259976998,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
halo_sweep_elapsed__K2,aggregate_only,"Multi-GPU halo-exchange wall-clock, K=2 (halo depth), world_size=4, eps=0.05 (as reported by source; not recomputed)",results/halo_sweep/halo_k_sweep.json,5,True,0.07347169078420848,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
halo_sweep_elapsed__K4,aggregate_only,"Multi-GPU halo-exchange wall-clock, K=4 (halo depth), world_size=4, eps=0.05 (as reported by source; not recomputed)",results/halo_sweep/halo_k_sweep.json,5,True,0.05865905859973282,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
halo_sweep_elapsed__K8,aggregate_only,"Multi-GPU halo-exchange wall-clock, K=8 (halo depth), world_size=4, eps=0.05 (as reported by source; not recomputed)",results/halo_sweep/halo_k_sweep.json,5,True,0.051510224607773124,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
mlmc_runtime__n100,single_sample,"GPU-MLMC wall-clock runtime, n=100 nodes",results/scaling_results.json,3,True,0.005695319327060133,mean,0.0055874999961815774,0.0057516803256779285,BCa,,,,
mlmc_runtime__n200,single_sample,"GPU-MLMC wall-clock runtime, n=200 nodes",results/scaling_results.json,3,True,0.008560069666903777,mean,0.008419764000185145,0.008808541999314912,BCa,,,,
mlmc_runtime__n50,single_sample,"GPU-MLMC wall-clock runtime, n=50 nodes",results/scaling_results.json,3,True,0.005469139335521807,mean,0.005378069671375367,0.005641708994517103,BCa,,,,
mlmc_runtime__n500,single_sample,"GPU-MLMC wall-clock runtime, n=500 nodes",results/scaling_results.json,3,True,0.013314138666222183,mean,0.01303070799622219,0.013865875007468276,BCa,,,,
multi_gpu_distributed_strong_scaling_time__ws1,aggregate_only,"Multi-GPU strong scaling wall-clock, world_size=1, real hardware (4× NVIDIA GeForce RTX 3090 (24 GB each), PCIe-connected (no NVLink), CUDA 12.4, PyTorch 2.4.0); n=1, no repeated measurement in source",results/multi_gpu/distributed_scaling_results.json,1,True,0.062,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_distributed_strong_scaling_time__ws2,aggregate_only,"Multi-GPU strong scaling wall-clock, world_size=2, real hardware (4× NVIDIA GeForce RTX 3090 (24 GB each), PCIe-connected (no NVLink), CUDA 12.4, PyTorch 2.4.0); n=1, no repeated measurement in source",results/multi_gpu/distributed_scaling_results.json,1,True,0.076,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_distributed_strong_scaling_time__ws4,aggregate_only,"Multi-GPU strong scaling wall-clock, world_size=4, real hardware (4× NVIDIA GeForce RTX 3090 (24 GB each), PCIe-connected (no NVLink), CUDA 12.4, PyTorch 2.4.0); n=1, no repeated measurement in source",results/multi_gpu/distributed_scaling_results.json,1,True,0.096,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_distributed_weak_scaling_time__ws1,aggregate_only,"Multi-GPU weak scaling wall-clock, world_size=1, real hardware (4× NVIDIA GeForce RTX 3090 (24 GB each), PCIe-connected (no NVLink), CUDA 12.4, PyTorch 2.4.0); n=1, no repeated measurement in source",results/multi_gpu/distributed_scaling_results.json,1,True,0.075,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_distributed_weak_scaling_time__ws2,aggregate_only,"Multi-GPU weak scaling wall-clock, world_size=2, real hardware (4× NVIDIA GeForce RTX 3090 (24 GB each), PCIe-connected (no NVLink), CUDA 12.4, PyTorch 2.4.0); n=1, no repeated measurement in source",results/multi_gpu/distributed_scaling_results.json,1,True,0.076,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_distributed_weak_scaling_time__ws4,aggregate_only,"Multi-GPU weak scaling wall-clock, world_size=4, real hardware (4× NVIDIA GeForce RTX 3090 (24 GB each), PCIe-connected (no NVLink), CUDA 12.4, PyTorch 2.4.0); n=1, no repeated measurement in source",results/multi_gpu/distributed_scaling_results.json,1,True,0.175,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n10000_G1,aggregate_only,"Multi-GPU peak memory, n=10000 nodes, G=1 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,0.529,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n10000_G2,aggregate_only,"Multi-GPU peak memory, n=10000 nodes, G=2 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,1.595,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n10000_G4,aggregate_only,"Multi-GPU peak memory, n=10000 nodes, G=4 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,1.254,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n1000_G1,aggregate_only,"Multi-GPU peak memory, n=1000 nodes, G=1 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,0.045,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n1000_G2,aggregate_only,"Multi-GPU peak memory, n=1000 nodes, G=2 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,0.072,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n1000_G4,aggregate_only,"Multi-GPU peak memory, n=1000 nodes, G=4 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,0.112,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n2000_G1,aggregate_only,"Multi-GPU peak memory, n=2000 nodes, G=1 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,0.098,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n2000_G2,aggregate_only,"Multi-GPU peak memory, n=2000 nodes, G=2 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,0.204,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n2000_G4,aggregate_only,"Multi-GPU peak memory, n=2000 nodes, G=4 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,0.24,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n5000_G1,aggregate_only,"Multi-GPU peak memory, n=5000 nodes, G=1 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,0.259,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n5000_G2,aggregate_only,"Multi-GPU peak memory, n=5000 nodes, G=2 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,0.716,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n5000_G4,aggregate_only,"Multi-GPU peak memory, n=5000 nodes, G=4 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,0.615,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n500_G1,aggregate_only,"Multi-GPU peak memory, n=500 nodes, G=1 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,0.018,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n500_G2,aggregate_only,"Multi-GPU peak memory, n=500 nodes, G=2 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,0.07,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_memory_measured_vs_model__n500_G4,aggregate_only,"Multi-GPU peak memory, n=500 nodes, G=4 ranks: MEASURED vs the paper's analytical model n*(n/G)*4 bytes/rank (adjacency tensor only); single measurement, n=1",results/multi_gpu/memory_scaling.json,1,True,0.05,"mean (as reported by source, not recomputed)",,,reported by source (no raw data to recompute),,,,
multi_gpu_strong_scaling_time__ws1_n1000,single_sample,"Multi-GPU strong scaling wall-clock, world_size=1, n_nodes=1000 (local CPU/MPS smoke run, repeats=1)",results/multi_gpu/scaling_results.json,1,True,0.061738874996080995,mean,,,BCa,,,,
multi_gpu_strong_scaling_time__ws2_n1000,single_sample,"Multi-GPU strong scaling wall-clock, world_size=2, n_nodes=1000 (local CPU/MPS smoke run, repeats=2)",results/multi_gpu/scaling_results.json,2,True,0.030218708561733365,mean,0.030175500083714724,0.030261917039752007,BCa,,,,
multi_gpu_strong_scaling_time__ws4_n1000,single_sample,"Multi-GPU strong scaling wall-clock, world_size=4, n_nodes=1000 (local CPU/MPS smoke run, repeats=4)",results/multi_gpu/scaling_results.json,4,True,0.014644729264546186,mean,0.01444539602380246,0.014844062505289912,BCa,,,,
multi_gpu_weak_scaling_time__ws1_n500,single_sample,"Multi-GPU weak scaling wall-clock, world_size=1, n_nodes=500 (local CPU/MPS smoke run, repeats=1)",results/multi_gpu/scaling_results.json,1,True,0.03667104209307581,mean,,,BCa,,,,
multi_gpu_weak_scaling_time__ws2_n1000,single_sample,"Multi-GPU weak scaling wall-clock, world_size=2, n_nodes=1000 (local CPU/MPS smoke run, repeats=2)",results/multi_gpu/scaling_results.json,2,True,0.03164760454092175,mean,0.0291553339920938,0.034139875089749694,BCa,,,,
multi_gpu_weak_scaling_time__ws4_n2000,single_sample,"Multi-GPU weak scaling wall-clock, world_size=4, n_nodes=2000 (local CPU/MPS smoke run, repeats=4)",results/multi_gpu/scaling_results.json,4,True,0.0367815105128102,mean,0.03607655197265558,0.03795072957291268,BCa,,,,
paper_gpu_mc_vs_mlmc_speedup_tab_gpu_gpu_a100,known_gap,"Table 'gpu_gpu_a100': GPU-MC vs GPU-MLMC wall-clock speedup, same 6 (topology, epsilon) cells as the work-reduction table; text reports geometric mean ~3.0x runtime speedup where both methods meet the CI target (eps>=0.02).",paper/ieee_access/main.tex,1,True,"{""speedups"": {""ER eps=0.05"": ""0.49x"", ""ER eps=0.02"": ""2.41x"", ""ER eps=0.01 (dagger)"": "">=1.75x"", ""CAIDA eps=0.05"": ""0.59x"", ""CAIDA eps=0.02"": ""3.79x"", ""CAIDA eps=0.01 (dagger)"": "">=1.73x""}, ""geomean_where_both_meet_ci_target"": ""~3.0x""}",reported_in_paper_no_backing_file,,,N/A -- The table's own footnote states: 'GPU-MLMC vs. GPU-MC speedup is from a single controlled run; per-seed replication data in results/significance/significance_tests.json.' This harness extracted that e,,,,
paper_headline_work_reduction_geomean_57x,known_gap,"Table 'work_units' + Sec. Empirical Validation (2): computational work reduction GPU-MC -> GPU-MLMC, geometric mean ~57x (range 28-120x across 6 A100 configurations: ER/CAIDA n=500 at eps in {0.05, 0.02, 0.01}); text separately claims 'rising above 250x at the tightest target when the single-level baseline is capped at 5e5 paths'.",paper/ieee_access/main.tex,1,True,"{""geomean"": ""~57x"", ""range"": ""28-120x"", ""capped_baseline_claim"": "">250x at tightest target, single-level baseline capped at 5e5 paths"", ""table_cost_ratios"": {""ER eps=0.05"": ""31.10x"", ""ER eps=0.02"": ""77.69x"", ""ER eps=0.01 (dagger, MC capped at 1e6 samples)"": "">=64.33x"", ""CAIDA eps=0.05"": ""27.68x"", ""CAIDA eps=0.02"": ""120.35x"", ""CAIDA eps=0.01 (dagger, MC capped at 1e6 samples)"": "">=64.33x""}}",reported_in_paper_no_backing_file,,,"N/A -- Each of the 6 (topology, epsilon) cells is a SINGLE run -- no results/ file (checked: exhaustive scan of this repo's results/ tree) contains repeated-seed work counts W_MC or W_MLMC for these specific",,,,
per_topology_runtime_speedup__BA,aggregate_only,"GPU-MC vs GPU-MLMC runtime speedup, topology=BA, n_nodes=500, eps=0.02 (as reported by source; not recomputed)",results/per_topology/per_topology_speedup.json,5,True,0.18635737357077437,"mean (as reported by source, not recomputed)",0.0548303592643547,0.31788438787719403,reported by source (no raw data to recompute),,,,
per_topology_runtime_speedup__CAIDA,aggregate_only,"GPU-MC vs GPU-MLMC runtime speedup, topology=CAIDA, n_nodes=500, eps=0.02 (as reported by source; not recomputed)",results/per_topology/per_topology_speedup.json,5,True,0.10790573782820134,"mean (as reported by source, not recomputed)",0.1006831543494803,0.11512832130692238,reported by source (no raw data to recompute),,,,
per_topology_runtime_speedup__ER,aggregate_only,"GPU-MC vs GPU-MLMC runtime speedup, topology=ER, n_nodes=500, eps=0.02 (as reported by source; not recomputed)",results/per_topology/per_topology_speedup.json,5,True,0.09473015746071799,"mean (as reported by source, not recomputed)",0.06955221590694377,0.1199080990144922,reported by source (no raw data to recompute),,,,
per_topology_work_reduction__BA,aggregate_only,"GPU-MLMC work reduction factor, topology=BA, n_nodes=500, eps=0.02 (as reported by source; not recomputed)",results/per_topology/per_topology_speedup.json,5,True,50.79365079365079,"mean (as reported by source, not recomputed)",50.79365079365079,50.79365079365079,reported by source (no raw data to recompute),,,,
per_topology_work_reduction__CAIDA,aggregate_only,"GPU-MLMC work reduction factor, topology=CAIDA, n_nodes=500, eps=0.02 (as reported by source; not recomputed)",results/per_topology/per_topology_speedup.json,5,True,50.79365079365079,"mean (as reported by source, not recomputed)",50.79365079365079,50.79365079365079,reported by source (no raw data to recompute),,,,
per_topology_work_reduction__ER,aggregate_only,"GPU-MLMC work reduction factor, topology=ER, n_nodes=500, eps=0.02 (as reported by source; not recomputed)",results/per_topology/per_topology_speedup.json,5,True,50.79365079365079,"mean (as reported by source, not recomputed)",50.79365079365079,50.79365079365079,reported by source (no raw data to recompute),,,,
